ADM0_NAME,ADM1_NAME,vs_2001,vap_2001,tmax_2001,tmin_2001,srad_2001,pr_2001,ab_1960,ag_1960,ab_2001,ag_2001,vs_1960,vap_1960,tmax_1960,tmin_1960,srad_1960,pr_1960,LSTday_1960,LSTnight_1960,LSTday_2001,LSTnight_2001,ADM0_NAME.y,pop_1960,pop_2001
Brunei Darussalam,Belait,1.643900088,2.95805851,31.1066809,24.12184788,194.1238547,287.3795528,0.766120302,0.357305521,0.815793044,0.364325102,1.618288644,2.899076654,30.6646945,23.67134103,200.8957856,265.9307738,28.41823165,22.55263313,28.54623587,22.68703614,Brunei Darussalam,45270.88691,61462.56136
Brunei Darussalam,Brunei and Muara,2.007412856,3.001497483,31.02997878,24.50703452,202.1223193,333.6031471,0.951136487,0.7864943,0.967281842,0.86056953,1.988430431,2.950946652,30.55627344,24.09834546,206.6208153,309.5092191,30.45927596,23.58261628,30.24487095,23.41088362,Brunei Darussalam,170973.3745,278086.5916
Brunei Darussalam,Temburong,1.669928487,2.832390193,30.46646374,23.79621063,201.3180905,335.8425682,0.56752411,0.298555942,0.620180235,0.308891419,1.635378741,2.781510335,29.98057139,23.37637681,206.0263723,308.899643,27.68533104,21.38652678,27.73512505,21.99984788,Brunei Darussalam,8188.751778,11620.04266
Brunei Darussalam,Tutong,1.845375532,2.988038632,31.09676775,24.36247752,198.941061,313.2952589,0.826885988,0.455924971,0.87549647,0.464130022,1.828816016,2.933670575,30.64397596,23.93801968,204.4715441,289.7075542,28.67747942,22.71413851,28.89628653,22.65776378,Brunei Darussalam,29927.10647,41994.07978
Cambodia,Area under National Administration 1,1.426560003,2.84059067,32.34779568,23.49555007,235.3435016,104.6276355,0.889325631,0.593732068,0.928116976,0.62330612,1.381954677,2.743909877,31.76810906,22.78268687,230.3606418,104.9356987,26.59649315,26.38029598,26.59492566,26.3585038,Cambodia,29280.04551,14711.45245
Cambodia,Area under National Administration 2,2.621162879,3.03004697,31.88252525,24.69917929,209.9335101,246.1367424,0.880868061,0.587659042,0.909827066,0.602056332,2.51792067,2.92138624,31.39260902,24.03622814,209.1612281,241.8652993,27.05371546,24.14860317,26.90443187,25.21496021,Cambodia,0,91.38362538
Cambodia,Banteay Meanchey,1.449655153,2.806823962,33.27067949,23.36049791,229.8292489,94.8923702,0.939488424,0.588155695,0.967085295,0.637433137,1.359532908,2.701786368,32.74398636,22.62685609,224.2627388,95.60095133,32.06985767,22.39603215,33.79712901,23.08141297,Cambodia,507066.6279,703013.7003
Cambodia,Battambang,1.354782375,2.798791749,32.41283275,23.2654938,223.933972,122.1589502,0.853653743,0.56462185,0.945875091,0.640682392,1.34230723,2.697799752,31.86038844,22.529131,218.9817237,122.2542889,30.40258753,21.68776559,32.62407387,22.55755637,Cambodia,708360.1505,1208661.574
Cambodia,Kampong Cham,1.605670019,2.823020764,32.42682899,23.65557567,224.9604461,145.0710367,0.95987361,0.695681255,0.983322497,0.75365194,1.638426599,2.724551402,31.81946125,22.94728225,220.4581709,145.9382233,30.1478234,22.60290836,31.96775947,23.3790829,Cambodia,1464901.983,1725533.986
Cambodia,Kampong Chhnang,1.484221153,2.834269485,32.45404875,23.97928376,226.8065891,125.0578221,0.947448271,0.681467901,0.966800526,0.69537652,1.503803905,2.7380284,31.84783103,23.24581909,222.5871419,125.8954373,30.54383972,23.48462232,31.59111519,23.91935543,Cambodia,333418.4577,483176.9506
Cambodia,Kampong Speu,1.554991801,2.822893205,32.02502151,24.1244261,215.7633965,117.0625214,0.914140832,0.702935785,0.945315002,0.781169004,1.617326782,2.723136687,31.45747278,23.40336688,212.5456819,115.8444784,31.62023859,22.03947613,33.05525139,23.35361766,Cambodia,487450.7568,758319.8554
Cambodia,Kampong Thom,1.589601271,2.800744815,32.38391671,23.47659795,231.2859878,129.7732157,0.878415604,0.55787372,0.947154776,0.604786287,1.590796803,2.705847366,31.75939029,22.75004113,225.9706846,131.3283382,30.14339815,22.78123565,31.48619316,23.10899049,Cambodia,499070.075,653999.9927
Cambodia,Kampot,2.034832832,2.918876407,31.23287675,24.21943146,207.7063468,173.9127755,0.884070927,0.715093267,0.927530607,0.807509194,2.067381475,2.808746947,30.69161114,23.50443934,205.2232859,171.6640559,30.19295064,21.93796629,31.4240942,23.05410063,Cambodia,461976.5906,620796.5546
Cambodia,Kandal,1.458315628,2.879142261,32.33723497,24.29089017,221.3673987,108.6376503,0.964969888,0.771360192,0.984461786,0.843705865,1.51900232,2.777742822,31.75513963,23.57233051,217.7960867,107.6060987,29.30085724,23.28979795,30.46442267,23.8706161,Cambodia,865396.7231,1331502.241
Cambodia,Kep,2.484803628,3.011984701,31.23549865,24.56751127,206.5007729,182.5325511,0.935279293,0.751734474,0.980864163,0.877605154,2.499175523,2.894992545,30.70189717,23.85592041,204.2476063,180.0174883,29.51741166,22.34261883,30.60815109,23.32341221,Cambodia,22203.95381,37748.62114
Cambodia,Koh Kong,2.001028437,2.828094342,31.0114473,23.10832769,211.4227126,254.6299893,0.587557807,0.351580023,0.650945323,0.393483025,2.059266788,2.725932681,30.47689667,22.40211177,208.6785759,253.646408,27.95744196,20.40779955,28.30931461,21.48331381,Cambodia,124403.5381,134435.8849
Cambodia,Kratie,1.636971605,2.762068155,32.14054504,22.66122981,225.1063784,156.2033157,0.823159195,0.48733025,0.954633197,0.559913435,1.662599352,2.665161547,31.53520961,21.95347848,219.9432735,158.5445248,28.54947028,21.74134901,31.20284436,23.00094666,Cambodia,238681.8426,348515.6404
Cambodia,Mondul Kiri,1.802878623,2.527940124,30.29215524,20.61805906,221.5074818,172.5199717,0.448549311,0.356460294,0.539245703,0.401589898,1.861418081,2.434448688,29.70209925,19.86955459,217.0076673,173.1900554,27.76473377,19.76154673,29.04479075,21.31277677,Cambodia,21149.85746,82697.71231
Cambodia,Otdar Meanchey,1.589787993,2.745736611,32.78335333,22.72806228,236.8644493,116.2423188,0.822983329,0.429342101,0.955686307,0.532182889,1.438565084,2.643003122,32.27146409,22.04215713,230.5002622,116.1928392,30.51197815,21.95253025,32.40013156,22.77364531,Cambodia,59173.65884,393057.58
Cambodia,Pailin,1.370273516,2.708654489,31.39405181,22.29795934,218.7137393,161.083512,0.541080121,0.323799189,0.777530418,0.541892927,1.406102256,2.607500061,30.83852238,21.54935312,213.918977,161.6050681,27.91287321,19.83517656,31.39114451,21.35654544,Cambodia,13454.3863,137727.4886
Cambodia,Phnom Penh,1.570128314,2.875434461,32.84829005,24.7334389,218.8628145,112.8390831,0.984261691,0.923015971,0.988826694,0.96617352,1.629974939,2.774612235,32.26295949,24.01253314,215.3105251,111.5660983,32.22674433,23.42732767,34.0667986,24.64876997,Cambodia,841321.182,1551680.134
Cambodia,Preah Sihanouk,2.417752885,2.973759603,31.52610643,24.34166901,208.945176,255.7353968,0.81873549,0.480290832,0.921860645,0.661697626,2.394199822,2.865901023,31.0179967,23.63613362,207.1631598,254.9606459,28.58393121,21.31069497,29.49215363,22.40545226,Cambodia,113517.7307,214836.8488
Cambodia,Preah Vihear,1.606745705,2.715838797,32.02569873,22.80791683,237.0716164,136.3011112,0.795538103,0.417372006,0.879593832,0.466382045,1.600108264,2.619968656,31.42893217,22.10000596,230.254154,137.1451541,29.45098375,21.85633559,31.19274176,22.58307439,Cambodia,89640.63682,215951.0639
Cambodia,Prey Veng,1.578726287,2.874268506,32.5169715,24.27149391,218.5070251,118.0903169,0.975746195,0.817298179,0.987354116,0.831666144,1.638789068,2.770350973,31.93762432,23.56800439,214.4845178,117.4929264,29.71628334,23.31856624,31.47482453,23.56883969,Cambodia,853451.7901,944673.8567
Cambodia,Pursat,1.478248378,2.764681574,31.82446082,23.19624656,223.0143364,132.0428153,0.754043101,0.54061972,0.812197152,0.559432903,1.480374655,2.669423221,31.23899217,22.4647988,218.691573,131.3213427,29.88823908,21.95741406,30.65812432,22.5732086,Cambodia,310170.597,398737.5484
Cambodia,Ratanak Kiri,1.7198346,2.623125962,31.45149796,21.77541326,228.8359446,200.3041931,0.563016279,0.332382224,0.770064452,0.404721722,1.785491217,2.539562454,30.86455649,20.96144703,223.0906734,202.1804368,28.14622643,20.72023836,29.89359814,21.70098758,Cambodia,64688.87174,178950.2439
Cambodia,Siem Reap,1.523579295,2.786737153,32.55558833,23.15124339,235.1301325,109.8008097,0.888775884,0.546118744,0.95915968,0.62931643,1.422274817,2.685527845,32.00027668,22.45204875,229.2309915,110.2687304,30.51504956,22.84243513,31.72191099,23.14430004,Cambodia,556259.9965,986466.386
Cambodia,Stung Treng,1.675558151,2.71112324,31.84316876,22.83430309,235.3056727,160.2888108,0.690020082,0.341744884,0.821926674,0.433139895,1.712425259,2.622201557,31.23597692,22.07726982,228.5876996,162.4425484,27.90339984,21.70089236,29.54823873,22.59791077,Cambodia,58826.16402,125253.9646
Cambodia,Svay Rieng,1.583592231,2.874174321,32.53645967,24.16303123,214.2156506,131.3254529,0.984848167,0.842219042,0.988509741,0.864336214,1.644606881,2.764646534,31.96476924,23.46635439,209.7659353,129.381297,30.42284382,23.2173075,32.2689781,23.30349234,Cambodia,441237.3578,487244.7785
Cambodia,Takeo,1.553721972,2.909976213,32.02234895,24.60661598,211.6083694,114.7556679,0.977090439,0.82072043,0.987406771,0.883155256,1.614585603,2.803946294,31.4618387,23.88872412,208.5418041,112.7826185,30.2555721,23.17650765,31.04810048,23.68721402,Cambodia,663251.0848,858137.2018
Indonesia,Bali,2.382727998,2.57090525,29.10690727,20.02520033,195.4665578,170.4302624,0.748883848,0.634028186,0.842692261,0.814256437,2.356457843,2.506547425,28.95625205,19.75603387,196.7155159,162.4610821,27.57506831,19.02380073,28.5741309,20.16567725,Indonesia,2559015.618,3906561.964
Indonesia,Bangka Belitung,1.831706867,3.071789337,30.69249553,23.94226652,203.4589966,234.2488475,0.850214379,0.515391449,0.945442083,0.639595661,1.896782592,2.928834525,30.18377972,23.13956915,197.4547411,240.1372443,28.61125004,21.6251368,29.31850034,22.33233059,Indonesia,624059.0495,1205487.261
Indonesia,Banten,2.110352497,2.677691009,31.2918049,22.22619215,209.3597257,203.4879446,0.881857172,0.75573071,0.939510214,0.887382194,1.966777775,2.720281482,30.9105464,21.28381967,198.9800294,204.488747,31.72133011,21.4616576,31.74661309,22.45461729,Indonesia,6309116.831,10984371.56
Indonesia,Bengkulu,1.910944836,2.623147427,28.67673919,19.49726834,187.4470815,264.666522,0.539091484,0.412041443,0.659470838,0.499563263,1.765009344,2.465736951,28.03741895,18.51021803,193.219694,248.3411635,26.76705397,18.71595934,27.43650888,19.89881441,Indonesia,1382144.337,1710490.109
Indonesia,Daerah Istimewa Yogyakarta,2.006527445,2.689098165,30.09366847,22.18388267,209.9304897,199.7513217,0.90113227,0.807390406,0.951651615,0.928817532,1.897559134,2.644635911,29.78452496,21.3644976,207.1117647,187.4130298,30.7572051,20.7303363,31.82266616,21.29575283,Indonesia,2766700.871,3453838.067
Indonesia,Dki Jakarta,2.183257201,2.74115919,32.22298615,23.65184822,207.4881545,166.9353051,0.990717778,0.988113575,0.990414304,0.989040309,2.10532002,2.787370166,31.84100445,22.69653742,197.0048403,166.9290588,37.49158781,23.49327895,37.71199331,24.64297826,Indonesia,6934133.369,9350213.359
Indonesia,Gorontalo,1.64002761,2.637773758,29.8714292,21.63146203,203.728146,153.9226877,0.453169992,0.391189803,0.590987885,0.519181241,1.623751623,2.58034726,29.5606051,20.97686315,203.1808422,147.2653809,27.48006956,20.31823011,28.11686773,20.83791075,Indonesia,649396.1897,1032088.136
Indonesia,Jambi,1.2138238,2.840423089,30.26316163,21.69014916,185.2985875,235.7743144,0.657917486,0.384035239,0.784070085,0.430132498,1.337653705,2.666042915,29.56347645,20.73652049,189.6061662,217.7183221,27.5318156,20.49939196,28.09602633,21.29877515,Indonesia,1835304.833,3143969.305
Indonesia,Jawa Barat,1.787323674,2.41854313,29.62157609,20.774817,208.0476112,217.1125135,0.800212275,0.7355118,0.869746768,0.875863901,1.655428669,2.450779693,29.33091722,19.92502543,200.0073965,213.6025595,30.38658368,19.96199339,31.14303016,21.04049141,Indonesia,29577376.27,43642145.14
Indonesia,Jawa Tengah,1.864421961,2.575789412,29.93051599,21.10496491,210.3740429,218.8974338,0.829316675,0.732156265,0.896638693,0.888967795,1.790944827,2.540654659,29.62522674,20.2804724,206.6756536,211.0560395,29.9772013,20.3390063,30.97973433,21.16580583,Indonesia,29318328.7,32088271.23
Indonesia,Jawa Timur,1.986202488,2.549223688,30.21708242,20.85361245,208.8146782,166.5155568,0.851718281,0.748268537,0.901121791,0.870031978,1.992263054,2.471364096,29.90765554,20.0410014,208.0150896,159.0997844,30.80235352,20.24446137,31.44702075,21.45711883,Indonesia,31245897.62,36950232.85
Indonesia,Kalimantan Barat,1.181874074,2.889672264,31.26211332,23.06745722,179.4917853,277.2494594,0.677792541,0.342269945,0.776795895,0.409651681,1.234632388,2.794757565,30.77189955,22.39192328,186.9021086,264.5511078,28.27279644,21.39919496,28.66315216,21.94358797,Indonesia,3246349.273,4427888.475
Indonesia,Kalimantan Selatan,1.169130374,2.87874265,31.48805596,23.52059515,195.7840843,224.679638,0.780654298,0.493870888,0.856204322,0.573390695,1.139331973,2.799493057,31.02129931,22.91693749,196.6431365,206.8134932,29.13843024,21.26429776,29.97214485,21.91589236,Indonesia,2341492.171,3655795.723
Indonesia,Kalimantan Tengah,1.040642445,2.882687666,31.29556206,23.4436205,188.5918082,259.8562656,0.626325939,0.261368464,0.73549366,0.295032308,1.029665002,2.7940401,30.84358095,22.82533912,192.598455,234.1415457,27.69851964,21.29102953,27.97668655,21.98496878,Indonesia,1426029.614,2241793.432
Indonesia,Kalimantan Timur,1.37791598,2.859830422,30.72364489,23.75409409,187.8073319,251.2399602,0.62914385,0.343379549,0.682281361,0.408934372,1.371652337,2.794215235,30.22157351,23.19188465,194.3828224,217.926945,27.35071266,20.92949419,27.30862404,21.57903107,Indonesia,1679771.653,3631366.394
Indonesia,Kepulauan-riau,1.873498719,3.099458774,31.41856006,23.61474369,182.6934818,210.2058694,0.857109374,0.55296712,0.917012134,0.638662686,2.015850231,2.939585711,30.83447869,22.79102258,188.7076009,200.6534954,28.38353873,22.83474644,28.78321013,23.16090528,Indonesia,625267.4006,1525912.331
Indonesia,Lampung,1.670560942,2.717398527,30.73832358,22.16371323,200.4342561,201.3900997,0.827397905,0.621216102,0.90140575,0.738526471,1.704554026,2.709853232,30.2443279,21.18650044,194.8488119,200.7632937,30.30362305,20.891046,30.27758679,21.82002476,Indonesia,5775342.589,7618138.057
Indonesia,Maluku,2.483881646,2.809350536,29.50333816,23.02636333,200.7535191,253.6922925,0.583566959,0.370001689,0.731398269,0.52641293,2.276435824,2.809140297,29.23074895,22.85831395,201.4728629,211.5650993,26.36531815,20.05329455,26.55636938,20.8092838,Indonesia,658987.9478,1276957.134
Indonesia,Maluku Utara,2.08481626,2.733361131,29.31230765,22.294723,198.3280442,196.639564,0.455500266,0.324597563,0.602158565,0.447209604,1.929912454,2.743678052,29.14255871,21.90178538,199.1243819,175.0175599,26.30505515,20.3712882,26.37300143,20.75065153,Indonesia,365213.2848,1122059.916
Indonesia,Nangroe Aceh Darussalam,1.957367781,2.709192781,29.23639338,21.41909777,179.6318229,211.3858522,0.578163641,0.417941388,0.669503905,0.487831979,1.844907776,2.553826478,28.77788925,20.51495762,189.3131493,201.4453403,26.85924294,19.80932136,27.30268558,20.55760926,Indonesia,3878556.201,4456321.206
Indonesia,Nusatenggara Barat,2.563904536,2.593453208,30.06664481,20.46551389,199.5632567,133.9432942,0.683673134,0.568630916,0.798435917,0.727381626,2.540924068,2.553962349,30.0265868,20.35733516,200.1993077,131.0796294,28.56023366,19.62554971,29.52362296,20.715263,Indonesia,3039901.369,4328943.705
Indonesia,Nusatenggara Timur,2.58777502,2.519753652,29.80546384,20.9941773,229.2413265,117.0666694,0.646379971,0.512401843,0.76670666,0.621379595,2.52313331,2.506360296,29.90934771,20.89711789,226.7162685,123.123255,28.72877185,19.53141859,29.64816202,20.69601646,Indonesia,2752617.108,4551137.176
Indonesia,Papua,1.987943308,2.477422764,28.62658131,20.0879908,185.5500362,270.8114938,0.43216629,0.22125664,0.508751103,0.264310645,1.927910826,2.452679698,28.00358686,19.4452525,198.4362919,255.2493135,24.62247859,17.96669914,24.88109237,18.66577749,Indonesia,687713.9644,3280643.494
Indonesia,Papua Barat,2.25767953,2.811361566,29.51667423,22.68309618,187.1477064,284.5733569,0.50518927,0.26679496,0.607439688,0.339195482,2.065132692,2.812843061,29.24061903,22.38245316,198.9645211,250.1800821,25.91647603,19.97629957,26.06768679,20.7844288,Indonesia,260320.4167,814541.366
Indonesia,Riau,1.313348047,3.005379793,31.91686288,23.01712797,179.209663,242.2885181,0.786624428,0.475902044,0.881892843,0.485469101,1.404085246,2.828167081,31.21776704,21.98484765,188.686416,218.0771984,29.48411966,21.78166476,29.73626464,22.39174527,Indonesia,2490306.594,5719247.677
Indonesia,Sulawesi Barat,1.662899769,2.509308586,28.61938806,20.79048909,197.1712524,206.5050484,0.421016261,0.332635822,0.561324837,0.425816192,1.672939605,2.436940868,27.86507762,20.01340331,203.1173428,200.5529391,26.50525771,18.97255474,26.60032507,19.59153979,Indonesia,530221.0213,1191793.143
Indonesia,Sulawesi Selatan,1.818519328,2.605740096,29.93184904,21.53267052,207.3844146,198.8001647,0.696556647,0.551368785,0.774614781,0.657881799,1.796042004,2.55072288,29.43965591,21.02077541,207.625032,200.1217752,28.87760052,20.06218701,29.19061891,20.75865733,Indonesia,5684321.19,7979300.739
Indonesia,Sulawesi Tengah,1.764358191,2.527772549,28.82576195,20.88831645,195.6865644,167.0973578,0.392275938,0.326282009,0.519716201,0.420239737,1.741789544,2.487323418,28.37890248,20.31836354,200.7534419,161.086225,26.31587478,18.93382949,26.38741195,19.67054557,Indonesia,1432455.456,2564557.038
Indonesia,Sulawesi Tenggara,1.961884737,2.711429376,30.42137867,22.45513775,212.0324439,162.2437959,0.57866829,0.373706074,0.713473538,0.551080225,1.875670431,2.713424417,30.0389659,22.06278486,210.3226145,172.9649202,27.17814468,20.31143165,27.51395167,20.94401331,Indonesia,1167105.093,2202888.648
Indonesia,Sulawesi Utara,1.85488434,2.673249035,29.17084928,21.16460656,207.2715557,224.989004,0.523360622,0.436171916,0.703644433,0.606739185,1.874197696,2.627707675,28.90985442,20.55525775,203.3725493,211.4028989,27.01249447,20.17101331,27.30832026,20.64668883,Indonesia,1386284.728,2229242.768
Indonesia,Sumatera Barat,1.575372997,2.565982727,29.37322001,19.68871865,179.4404923,260.3045472,0.551655738,0.473271062,0.641632162,0.542079853,1.51162769,2.394669955,28.66854135,18.68384814,187.1880048,230.6349021,27.658505,18.75867271,27.76583961,20.10733514,Indonesia,3665505.037,4876393.119
Indonesia,Sumatera Selatan,1.292611374,2.793851026,30.43295698,21.63233731,194.9308658,238.4635222,0.748349467,0.458342973,0.84543125,0.529385216,1.406011654,2.648389211,29.8176413,20.67797466,193.9635655,232.5194248,28.60041885,20.21760761,28.94204219,21.17833378,Indonesia,6227299.541,7442163.359
Indonesia,Sumatera Utara,1.571982685,2.734634675,29.95637449,20.69930896,173.1343968,242.5428514,0.622262671,0.494597468,0.705070253,0.567957061,1.48940105,2.56090432,29.3825998,19.6750034,186.6748955,219.8318146,28.72402851,19.5808575,28.78230803,20.7143764,Indonesia,9803271.963,12903533.27
Lao People's Democratic Republic,Attapu,1.697256011,2.514543014,30.76236471,21.17452534,230.3062129,211.65028,0.438475937,0.278603446,0.540572301,0.344307123,1.738726006,2.450165592,30.18929711,20.34528032,223.9370634,211.403932,27.82451984,20.24520457,28.35634008,21.15423604,Lao People's Democratic Republic,75195.12549,130703.4189
Lao People's Democratic Republic,Bokeo,1.377758716,2.167898971,30.32983804,18.38587037,205.684275,136.9219371,0.172045853,0.192467603,0.236004094,0.207785657,1.018610858,2.136319275,29.80365924,17.5232094,200.5348883,136.3413953,24.77232828,18.37765093,25.05292935,18.98766883,Lao People's Democratic Republic,118553.9072,168020.3129
Lao People's Democratic Republic,Bolikhamxai,1.500969082,2.234882297,28.9578844,19.08655105,205.5740586,210.9049436,0.322604874,0.274496224,0.420087369,0.311768761,1.435822022,2.208925787,28.43775198,18.46467548,198.9382155,208.134402,26.25160638,18.44479838,26.47367864,19.29763355,Lao People's Democratic Republic,179121.4327,287217.9527
Lao People's Democratic Republic,Champasak,1.689806989,2.56019493,31.46751209,21.92039413,234.7425512,182.7984168,0.635439535,0.359538896,0.729727959,0.450044175,1.694210953,2.492188343,30.90000404,21.18384467,227.3050378,183.5184629,29.31060303,20.77259093,30.17138399,21.73518221,Lao People's Democratic Republic,511225.698,675918.3385
Lao People's Democratic Republic,Houaphan,1.780458446,1.914388261,25.83398763,16.64409147,185.0758473,117.4480333,0.479279502,0.446978214,0.398371041,0.414059853,1.667710248,1.918030472,25.28970166,15.847524,177.2411575,113.6591353,23.99300846,16.11493887,24.13956577,16.91586253,Lao People's Democratic Republic,235909.7634,308194.969
Lao People's Democratic Republic,Khammouan,1.498151542,2.348189779,29.61919857,20.16234553,219.2429097,194.917865,0.442303402,0.319836255,0.572338534,0.383665032,1.436009346,2.324367046,29.16282351,19.50272592,212.6596207,197.9456808,27.37727559,19.21582605,27.92895218,20.41041777,Lao People's Democratic Republic,233318.336,372077.4822
Lao People's Democratic Republic,Louang-Namtha,1.476715657,1.981861654,28.6638326,16.90175468,199.349912,142.5432607,0.214224799,0.222500498,0.163868278,0.201153389,1.132754787,1.969472743,28.06438551,16.02239409,192.6968634,140.646964,23.87985707,17.3847836,24.13779525,17.85244839,Lao People's Democratic Republic,65261.93541,168752.1234
